1.0  1.0
1.0  1.0
1.0  1.0
1.0  1.0
1.0  1.0
1.0  1.0
0.9990280416  0.999137549981
0.97660826894  0.984446569736
0.941775352086  0.965072819175
0.905987404939  0.946981300537
0.879032802564  0.933318801314
0.879540255622  0.934053039354
0.909730377152  0.951186523583
0.947279516596  0.97174789836
0.979882891911  0.988690794646
0.997105289712  0.997833337722
0.999693468465  0.999703195087
0.999901759112  0.999894838465
0.999941589185  0.999935619736
0.999963108442  0.999958836566
0.999979149627  0.999976593608
